Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Wear Torque Ratio,Machanical Stress,Thermal Stress
0,297.5,308.4,1490,39.7,34,0,10.899999999999977,0.9714285714285714,59153.00000000001,91749.0
1,297.4,308.3,1632,33.5,39,0,10.900000000000034,0.975,54672.0,91688.42
1,297.4,308.2,1402,49.7,41,0,10.800000000000011,0.9761904761904762,69679.40000000001,91658.68
1,297.4,308.3,1347,45.8,43,0,10.900000000000034,0.9772727272727273,61692.6,91688.42
1,297.5,308.4,1747,31.0,45,0,10.899999999999977,0.9782608695652174,54157.0,91749.0
0,297.5,308.5,1557,39.1,47,0,11.0,0.9791666666666666,60878.700000000004,91778.75
1,297.4,308.4,1371,57.4,52,0,11.0,0.9811320754716981,78695.4,91718.15999999999
0,297.3,308.3,1506,37.0,54,0,11.0,0.9818181818181818,55722.0,91657.59000000001
1,297.3,308.3,1590,35.5,59,0,11.0,0.9833333333333333,56445.0,91657.59000000001
1,297.4,308.3,1336,53.7,61,0,10.900000000000034,0.9838709677419355,71743.2,91688.42
1,297.3,308.3,1411,43.2,63,0,11.0,0.984375,60955.200000000004,91657.59000000001
1,297.4,308.3,1704,27.3,65,0,10.900000000000034,0.9848484848484849,46519.200000000004,91688.42
1,297.5,308.4,1723,27.3,67,0,10.899999999999977,0.9852941176470589,47037.9,91749.0
1,297.5,308.5,1459,39.7,69,0,11.0,0.9857142857142858,57922.3,91778.75
1,297.6,308.5,1572,35.9,71,0,10.899999999999977,0.9861111111111112,56434.799999999996,91809.6
1,297.5,308.4,1384,56.0,73,0,10.899999999999977,0.9864864864864865,77504.0,91749.0
1,297.6,308.6,1383,47.5,75,0,11.0,0.9868421052631579,65692.5,91839.36000000002
2,297.6,308.5,1360,48.6,77,0,10.899999999999977,0.9871794871794872,66096.0,91809.6
2,297.5,308.4,1596,36.6,80,0,10.899999999999977,0.9876543209876543,58413.600000000006,91749.0
1,297.5,308.5,1448,54.3,83,0,11.0,0.9880952380952381,78626.4,91778.75
2,297.6,308.5,1443,38.2,85,0,10.899999999999977,0.9883720930232558,55122.600000000006,91809.6
2,297.6,308.6,1492,35.5,88,0,11.0,0.9887640449438202,52966.0,91839.36000000002
1,297.5,308.6,1497,43.9,91,0,11.100000000000023,0.9891304347826086,65718.3,91808.5
1,297.5,308.5,1530,38.5,93,0,11.0,0.9893617021276596,58905.0,91778.75
2,297.4,308.4,1478,46.2,95,0,11.0,0.9895833333333334,68283.6,91718.15999999999
1,297.4,308.4,1328,61.8,98,0,11.0,0.98989898989899,82070.4,91718.15999999999
0,297.4,308.3,1771,27.4,100,0,10.900000000000034,0.9900990099009901,48525.399999999994,91688.42
2,297.4,308.4,1564,35.0,105,0,11.0,0.9905660377358491,54740.0,91718.15999999999
0,297.3,308.3,1461,41.5,108,0,11.0,0.9908256880733946,60631.5,91657.59000000001
2,297.4,308.3,1335,57.9,113,0,10.900000000000034,0.9912280701754386,77296.5,91688.42
2,297.4,308.4,1441,46.8,116,0,11.0,0.9914529914529915,67438.8,91718.15999999999
1,297.3,308.3,1268,60.6,119,0,11.0,0.9916666666666667,76840.8,91657.59000000001
2,297.3,308.3,1697,27.4,121,0,11.0,0.9918032786885246,46497.799999999996,91657.59000000001
1,297.4,308.4,1421,46.0,124,0,11.0,0.992,65366.0,91718.15999999999
1,297.4,308.5,1496,36.4,126,0,11.100000000000023,0.9921259842519685,54454.4,91747.9
1,297.5,308.5,1375,55.6,128,0,11.0,0.9922480620155039,76450.0,91778.75
1,297.4,308.5,1295,52.1,130,0,11.100000000000023,0.9923664122137404,67469.5,91747.9
1,297.4,308.5,1643,33.8,132,0,11.100000000000023,0.9924812030075187,55533.399999999994,91747.9
1,297.5,308.6,1514,36.9,134,0,11.100000000000023,0.9925925925925926,55866.6,91808.5
1,297.5,308.6,1671,29.4,136,0,11.100000000000023,0.9927007299270073,49127.399999999994,91808.5
0,297.5,308.6,1355,58.9,138,0,11.100000000000023,0.9928057553956835,79809.5,91808.5
1,297.6,308.7,1365,50.6,143,0,11.099999999999966,0.9930555555555556,69069.0,91869.12000000001
1,297.5,308.7,1407,42.5,145,0,11.199999999999989,0.9931506849315068,59797.5,91838.25
2,297.5,308.8,1455,46.1,147,0,11.300000000000011,0.9932432432432432,67075.5,91868.0
1,297.5,308.8,1502,45.9,150,0,11.300000000000011,0.9933774834437086,68941.8,91868.0
2,297.5,308.8,1471,52.3,152,0,11.300000000000011,0.9934640522875817,76933.3,91868.0
1,297.5,308.9,1581,30.4,155,0,11.399999999999977,0.9935897435897436,48062.399999999994,91897.75
1,297.5,308.8,1530,37.8,157,0,11.300000000000011,0.9936708860759493,57833.99999999999,91868.0
1,297.5,308.8,1312,50.3,159,0,11.300000000000011,0.99375,65993.59999999999,91868.0
1,297.4,308.6,1494,42.6,161,0,11.200000000000045,0.9938271604938271,63644.4,91777.64
2,297.4,308.6,1528,29.1,163,0,11.200000000000045,0.9939024390243902,44464.8,91777.64
0,297.3,308.6,1688,29.4,166,0,11.300000000000011,0.9940119760479041,49627.2,91746.78000000001
2,297.3,308.5,1520,42.4,171,0,11.199999999999989,0.9941860465116279,64448.0,91717.05
2,297.3,308.5,1664,28.9,174,0,11.199999999999989,0.9942857142857143,48089.6,91717.05
1,297.3,308.5,1514,44.5,177,0,11.199999999999989,0.9943820224719101,67373.0,91717.05
1,297.3,308.5,1456,54.2,179,0,11.199999999999989,0.9944444444444445,78915.2,91717.05
1,297.2,308.5,1494,39.6,181,0,11.300000000000011,0.9945054945054945,59162.4,91686.2
1,297.2,308.4,1605,30.0,183,0,11.199999999999989,0.9945652173913043,48150.0,91656.48
2,297.2,308.5,1353,46.5,185,0,11.300000000000011,0.9946236559139785,62914.5,91686.2
1,297.2,308.5,1447,47.9,188,0,11.300000000000011,0.9947089947089947,69311.3,91686.2
1,297.2,308.5,1588,40.4,190,0,11.300000000000011,0.9947643979057592,64155.2,91686.2
0,297.2,308.5,1524,41.4,192,0,11.300000000000011,0.9948186528497409,63093.6,91686.2
2,297.2,308.5,1611,31.6,197,0,11.300000000000011,0.9949494949494949,50907.600000000006,91686.2
2,297.2,308.5,1604,34.9,200,0,11.300000000000011,0.9950248756218906,55979.6,91686.2
1,297.1,308.5,1483,46.9,203,0,11.399999999999977,0.9950980392156863,69552.7,91655.35
1,297.1,308.4,1543,39.6,205,0,11.299999999999955,0.9951456310679612,61102.8,91625.64
1,297.1,308.5,1323,44.4,207,1,11.399999999999977,0.9951923076923077,58741.2,91655.35
1,297.1,308.5,1555,36.2,0,0,11.399999999999977,0.0,56291.00000000001,91655.35
1,297.1,308.4,1583,31.9,2,0,11.299999999999955,0.6666666666666666,50497.7,91625.64
2,297.2,308.5,1584,40.0,4,0,11.300000000000011,0.8,63360.0,91686.2
1,297.2,308.5,1766,25.8,7,0,11.300000000000011,0.875,45562.8,91686.2
2,297.2,308.6,1498,44.4,9,0,11.400000000000034,0.9,66511.2,91715.92
1,297.2,308.6,1413,49.8,12,0,11.400000000000034,0.9230769230769231,70367.4,91715.92
1,297.3,308.6,1505,33.5,14,0,11.300000000000011,0.9333333333333333,50417.5,91746.78000000001
0,297.3,308.7,1438,46.2,16,0,11.399999999999977,0.9411764705882353,66435.6,91776.51
2,297.3,308.7,1655,34.1,21,0,11.399999999999977,0.9545454545454546,56435.5,91776.51
2,297.3,308.7,1451,43.8,24,0,11.399999999999977,0.96,63553.799999999996,91776.51
2,297.3,308.7,1466,38.4,27,0,11.399999999999977,0.9642857142857143,56294.4,91776.51
1,297.2,308.6,1774,23.0,30,0,11.400000000000034,0.967741935483871,40802.0,91715.92
2,297.2,308.6,1284,51.3,32,0,11.400000000000034,0.9696969696969697,65869.2,91715.92
1,297.1,308.5,1425,40.0,35,0,11.399999999999977,0.9722222222222222,57000.0,91655.35
1,297.2,308.6,1437,52.4,37,0,11.400000000000034,0.9736842105263158,75298.8,91715.92
1,297.2,308.6,1335,53.0,39,0,11.400000000000034,0.975,70755.0,91715.92
1,297.2,308.5,1471,41.7,41,0,11.300000000000011,0.9761904761904762,61340.700000000004,91686.2
2,297.2,308.5,1364,54.0,43,0,11.300000000000011,0.9772727272727273,73656.0,91686.2
1,297.1,308.5,1578,35.6,46,0,11.399999999999977,0.9787234042553191,56176.8,91655.35
1,297.1,308.5,1712,32.1,48,0,11.399999999999977,0.9795918367346939,54955.200000000004,91655.35
1,297.1,308.5,1733,28.7,50,0,11.399999999999977,0.9803921568627451,49737.1,91655.35
1,297.2,308.6,1652,32.1,52,0,11.400000000000034,0.9811320754716981,53029.200000000004,91715.92
1,297.2,308.6,1917,24.1,54,0,11.400000000000034,0.9818181818181818,46199.700000000004,91715.92
2,297.2,308.6,1444,41.1,56,0,11.400000000000034,0.9824561403508771,59348.4,91715.92
1,297.1,308.6,1442,37.1,59,0,11.5,0.9833333333333333,53498.200000000004,91685.06000000001
2,297.1,308.6,1717,31.3,61,0,11.5,0.9838709677419355,53742.1,91685.06000000001
1,297.1,308.7,1474,42.3,64,0,11.599999999999966,0.9846153846153847,62350.2,91714.77
1,297.2,308.7,1509,39.3,66,0,11.5,0.9850746268656716,59303.7,91745.64
1,297.2,308.8,1451,43.1,68,0,11.600000000000023,0.9855072463768116,62538.1,91775.36
1,297.3,308.8,1554,36.1,70,0,11.5,0.9859154929577465,56099.4,91806.24
1,297.2,308.7,1669,30.7,72,0,11.5,0.9863013698630136,51238.299999999996,91745.64
1,297.2,308.6,1366,50.4,74,0,11.400000000000034,0.9866666666666667,68846.4,91715.92
1,297.2,308.6,1578,34.4,76,0,11.400000000000034,0.987012987012987,54283.2,91715.92
2,297.2,308.6,1513,39.0,78,0,11.400000000000034,0.9873417721518988,59007.0,91715.92
2,297.1,308.5,1515,42.1,81,0,11.399999999999977,0.9878048780487805,63781.5,91655.35
1,297.2,308.6,1562,33.0,84,0,11.400000000000034,0.9882352941176471,51546.0,91715.92
1,297.2,308.7,1501,38.5,86,0,11.5,0.9885057471264368,57788.5,91745.64
2,297.2,308.7,1398,38.1,88,0,11.5,0.9887640449438202,53263.8,91745.64
1,297.3,308.7,1352,53.8,91,0,11.399999999999977,0.9891304347826086,72737.59999999999,91776.51
0,297.3,308.7,1569,33.9,93,0,11.399999999999977,0.9893617021276596,53189.1,91776.51
0,297.2,308.6,1486,46.6,98,0,11.400000000000034,0.98989898989899,69247.6,91715.92
1,297.2,308.6,1864,23.6,103,0,11.400000000000034,0.9903846153846154,43990.4,91715.92
2,297.3,308.7,1447,44.5,105,0,11.399999999999977,0.9905660377358491,64391.5,91776.51
1,297.2,308.6,1392,41.5,108,0,11.400000000000034,0.9908256880733946,57768.0,91715.92
1,297.3,308.6,1358,47.6,110,0,11.300000000000011,0.990990990990991,64640.8,91746.78000000001
1,297.3,308.7,1491,40.2,112,0,11.399999999999977,0.9911504424778761,59938.200000000004,91776.51
1,297.3,308.7,1556,36.7,114,0,11.399999999999977,0.991304347826087,57105.200000000004,91776.51
1,297.3,308.7,1531,36.7,116,0,11.399999999999977,0.9914529914529915,56187.700000000004,91776.51
0,297.4,308.7,1429,37.6,118,0,11.300000000000011,0.9915966386554622,53730.4,91807.37999999999
2,297.4,308.8,1573,33.9,123,0,11.400000000000034,0.9919354838709677,53324.7,91837.12
1,297.4,308.8,1538,41.2,126,0,11.400000000000034,0.9921259842519685,63365.600000000006,91837.12
1,297.4,308.8,1467,39.0,128,0,11.400000000000034,0.9922480620155039,57213.0,91837.12
0,297.4,308.7,1323,51.1,130,0,11.300000000000011,0.9923664122137404,67605.3,91807.37999999999
2,297.4,308.7,1798,23.0,135,0,11.300000000000011,0.9926470588235294,41354.0,91807.37999999999
1,297.4,308.6,1411,46.3,138,0,11.200000000000045,0.9928057553956835,65329.299999999996,91777.64
1,297.3,308.5,1528,44.5,140,0,11.199999999999989,0.9929078014184397,67996.0,91717.05
1,297.3,308.5,1504,42.0,142,0,11.199999999999989,0.993006993006993,63168.0,91717.05
1,297.3,308.5,1384,39.6,144,0,11.199999999999989,0.993103448275862,54806.4,91717.05
1,297.2,308.4,1677,26.4,146,0,11.199999999999989,0.9931972789115646,44272.799999999996,91656.48
1,297.3,308.5,1764,30.8,148,0,11.199999999999989,0.9932885906040269,54331.200000000004,91717.05
2,297.4,308.5,1472,42.0,150,0,11.100000000000023,0.9933774834437086,61824.0,91747.9
2,297.4,308.5,1465,55.9,153,0,11.100000000000023,0.9935064935064936,81893.5,91747.9
2,297.4,308.6,1657,33.1,156,0,11.200000000000045,0.9936305732484076,54846.700000000004,91777.64
1,297.4,308.6,1635,30.5,159,0,11.200000000000045,0.99375,49867.5,91777.64
2,297.4,308.7,1582,31.9,161,0,11.300000000000011,0.9938271604938271,50465.799999999996,91807.37999999999
1,297.5,308.7,1761,26.2,164,0,11.199999999999989,0.9939393939393939,46138.2,91838.25
1,297.5,308.8,1587,34.9,166,0,11.300000000000011,0.9940119760479041,55386.299999999996,91868.0
2,297.5,308.7,1446,53.0,168,0,11.199999999999989,0.9940828402366864,76638.0,91838.25
2,297.5,308.7,1352,53.0,171,0,11.199999999999989,0.9941860465116279,71656.0,91838.25
2,297.4,308.7,1392,46.4,174,0,11.300000000000011,0.9942857142857143,64588.799999999996,91807.37999999999
1,297.5,308.8,1417,49.8,177,0,11.300000000000011,0.9943820224719101,70566.59999999999,91868.0
0,297.5,308.8,1824,24.0,179,0,11.300000000000011,0.9944444444444445,43776.0,91868.0
1,297.5,308.8,1603,36.7,184,0,11.300000000000011,0.9945945945945946,58830.100000000006,91868.0
1,297.4,308.8,1620,33.4,186,0,11.400000000000034,0.9946524064171123,54108.0,91837.12
1,297.4,308.8,1353,49.4,188,0,11.400000000000034,0.9947089947089947,66838.2,91837.12
1,297.5,308.8,1360,50.7,190,0,11.300000000000011,0.9947643979057592,68952.0,91868.0
1,297.5,308.6,1380,53.5,192,0,11.100000000000023,0.9948186528497409,73830.0,91808.5
2,297.5,308.7,1363,53.6,194,0,11.199999999999989,0.9948717948717949,73056.8,91838.25
2,297.4,308.6,1452,41.2,197,0,11.200000000000045,0.9949494949494949,59822.4,91777.64
1,297.4,308.6,1680,32.8,200,0,11.200000000000045,0.9950248756218906,55103.99999999999,91777.64
1,297.5,308.6,1536,39.0,202,0,11.100000000000023,0.9950738916256158,59904.0,91808.5
1,297.5,308.6,1621,28.9,0,0,11.100000000000023,0.0,46846.899999999994,91808.5
1,297.5,308.6,1585,37.6,2,0,11.100000000000023,0.6666666666666666,59596.0,91808.5
2,297.6,308.7,1408,51.5,4,0,11.099999999999966,0.8,72512.0,91869.12000000001
0,297.5,308.6,1536,38.7,7,0,11.100000000000023,0.875,59443.200000000004,91808.5
1,297.5,308.6,1352,52.6,12,0,11.100000000000023,0.9230769230769231,71115.2,91808.5
0,297.5,308.6,1481,38.8,14,0,11.100000000000023,0.9333333333333333,57462.799999999996,91808.5
1,297.5,308.7,1454,45.0,19,0,11.199999999999989,0.95,65430.0,91838.25
2,297.5,308.6,1349,51.5,21,0,11.100000000000023,0.9545454545454546,69473.5,91808.5
2,297.5,308.6,1327,52.1,24,0,11.100000000000023,0.96,69136.7,91808.5
1,297.6,308.7,1552,42.3,27,0,11.099999999999966,0.9642857142857143,65649.59999999999,91869.12000000001
1,297.5,308.7,1456,44.7,29,0,11.199999999999989,0.9666666666666667,65083.200000000004,91838.25
2,297.6,308.6,1254,45.8,31,0,11.0,0.96875,57433.2,91839.36000000002
1,297.5,308.6,1437,43.3,34,0,11.100000000000023,0.9714285714285714,62222.1,91808.5
1,297.5,308.6,1694,27.1,36,0,11.100000000000023,0.972972972972973,45907.4,91808.5
1,297.5,308.5,1306,50.7,38,0,11.0,0.9743589743589743,66214.2,91778.75
2,297.5,308.5,1699,30.1,40,0,11.0,0.975609756097561,51139.9,91778.75
1,297.4,308.5,1369,53.2,43,0,11.100000000000023,0.9772727272727273,72830.8,91747.9
1,297.4,308.5,1471,43.9,45,0,11.100000000000023,0.9782608695652174,64576.9,91747.9
1,297.4,308.5,1410,43.9,47,0,11.100000000000023,0.9791666666666666,61899.0,91747.9
2,297.4,308.5,1412,45.5,49,0,11.100000000000023,0.98,64246.0,91747.9
1,297.4,308.5,1418,51.2,52,0,11.100000000000023,0.9811320754716981,72601.6,91747.9
1,297.4,308.5,1782,25.9,54,0,11.100000000000023,0.9818181818181818,46153.799999999996,91747.9
2,297.4,308.5,1497,36.4,56,0,11.100000000000023,0.9824561403508771,54490.799999999996,91747.9
1,297.3,308.4,1459,39.4,59,0,11.099999999999966,0.9833333333333333,57484.6,91687.31999999999
1,297.2,308.3,1796,23.8,61,0,11.100000000000023,0.9838709677419355,42744.8,91626.76
1,297.2,308.3,1569,31.2,63,0,11.100000000000023,0.984375,48952.799999999996,91626.76
1,297.3,308.4,1469,46.7,65,0,11.099999999999966,0.9848484848484849,68602.3,91687.31999999999
1,297.3,308.4,1472,41.3,67,0,11.099999999999966,0.9852941176470589,60793.6,91687.31999999999
1,297.4,308.5,1475,47.2,69,0,11.100000000000023,0.9857142857142858,69620.0,91747.9
1,297.4,308.6,1488,36.4,71,0,11.200000000000045,0.9861111111111112,54163.2,91777.64
1,297.4,308.6,1524,43.1,73,0,11.200000000000045,0.9864864864864865,65684.40000000001,91777.64
1,297.4,308.5,1486,48.6,75,0,11.100000000000023,0.9868421052631579,72219.6,91747.9
2,297.5,308.6,1255,60.7,77,0,11.100000000000023,0.9871794871794872,76178.5,91808.5
2,297.4,308.6,1469,42.6,80,0,11.200000000000045,0.9876543209876543,62579.4,91777.64
1,297.4,308.5,1692,34.3,83,0,11.100000000000023,0.9880952380952381,58035.6,91747.9
2,297.4,308.6,1604,32.8,85,0,11.200000000000045,0.9883720930232558,52611.2,91777.64
1,297.4,308.6,1446,48.1,88,0,11.200000000000045,0.9887640449438202,69552.6,91777.64
1,297.3,308.5,1503,43.3,90,0,11.199999999999989,0.989010989010989,65079.899999999994,91717.05
2,297.3,308.5,1625,32.8,92,0,11.199999999999989,0.989247311827957,53299.99999999999,91717.05
1,297.2,308.5,1574,35.8,95,0,11.300000000000011,0.9895833333333334,56349.2,91686.2
2,297.2,308.4,1378,41.9,97,0,11.199999999999989,0.9897959183673469,57738.2,91656.48
1,297.1,308.4,1693,29.5,100,0,11.299999999999955,0.9900990099009901,49943.5,91625.64
1,297.2,308.4,1462,51.2,102,0,11.199999999999989,0.9902912621359223,74854.40000000001,91656.48
0,297.3,308.5,1435,55.0,104,0,11.199999999999989,0.9904761904761905,78925.0,91717.05
2,297.2,308.5,1425,45.8,109,0,11.300000000000011,0.990909090909091,65264.99999999999,91686.2
0,297.3,308.6,1376,53.5,112,0,11.300000000000011,0.9911504424778761,73616.0,91746.78000000001
2,297.4,308.7,1481,48.0,117,0,11.300000000000011,0.9915254237288136,71088.0,91807.37999999999
0,297.4,308.7,1349,48.9,120,0,11.300000000000011,0.9917355371900827,65966.09999999999,91807.37999999999
1,297.3,308.7,1551,40.0,125,0,11.399999999999977,0.9920634920634921,62040.0,91776.51
0,297.4,308.7,1623,33.8,127,0,11.300000000000011,0.9921875,54857.399999999994,91807.37999999999
1,297.4,308.8,1462,49.7,132,0,11.400000000000034,0.9924812030075187,72661.40000000001,91837.12
2,297.3,308.8,1447,57.4,134,0,11.5,0.9925925925925926,83057.8,91806.24
2,297.3,308.9,1799,24.5,137,0,11.599999999999966,0.9927536231884058,44075.5,91835.97
2,297.3,308.8,1548,41.3,140,0,11.5,0.9929078014184397,63932.399999999994,91806.24
2,297.2,308.8,1485,47.9,143,0,11.600000000000023,0.9930555555555556,71131.5,91775.36
1,297.2,308.7,1463,49.9,146,0,11.5,0.9931972789115646,73003.7,91745.64
1,297.3,308.7,1587,35.8,148,0,11.399999999999977,0.9932885906040269,56814.6,91776.51
2,297.3,308.8,1469,44.1,150,0,11.5,0.9933774834437086,64782.9,91806.24
0,297.3,308.7,1430,42.8,153,0,11.399999999999977,0.9935064935064936,61203.99999999999,91776.51
0,297.4,308.7,1726,26.8,158,0,11.300000000000011,0.9937106918238994,46256.8,91807.37999999999
1,297.4,308.8,1651,34.1,163,0,11.400000000000034,0.9939024390243902,56299.100000000006,91837.12
1,297.4,308.8,1529,41.3,165,0,11.400000000000034,0.9939759036144579,63147.7,91837.12
1,297.4,308.8,1473,46.2,167,0,11.400000000000034,0.9940476190476191,68052.6,91837.12
0,297.4,308.8,1324,53.5,169,0,11.400000000000034,0.9941176470588236,70834.0,91837.12
1,297.4,308.9,1708,28.8,174,0,11.5,0.9942857142857143,49190.4,91866.85999999999
2,297.5,309.1,1540,38.5,176,0,11.600000000000023,0.9943502824858758,59290.0,91957.25
1,297.5,309.0,1320,54.7,179,0,11.5,0.9944444444444445,72204.0,91927.5
2,297.4,308.9,1376,39.0,181,0,11.5,0.9945054945054945,53664.0,91866.85999999999
2,297.3,308.7,1542,37.0,184,0,11.399999999999977,0.9945945945945946,57054.0,91776.51
1,297.3,308.7,1506,39.3,187,0,11.399999999999977,0.9946808510638298,59185.799999999996,91776.51
1,297.3,308.7,1492,43.6,189,0,11.399999999999977,0.9947368421052631,65051.200000000004,91776.51
0,297.3,308.8,1564,38.0,191,0,11.5,0.9947916666666666,59432.0,91806.24
0,297.4,308.9,1645,30.8,196,0,11.5,0.9949238578680203,50666.0,91866.85999999999
2,297.4,308.9,1348,59.1,201,0,11.5,0.995049504950495,79666.8,91866.85999999999
2,297.4,308.8,1325,62.4,204,1,11.400000000000034,0.9951219512195122,82680.0,91837.12
1,297.5,308.9,1443,43.5,0,0,11.399999999999977,0.0,62770.5,91897.75
2,297.5,308.9,1436,44.8,2,0,11.399999999999977,0.6666666666666666,64332.799999999996,91897.75
1,297.5,308.9,1596,30.7,5,0,11.399999999999977,0.8333333333333334,48997.2,91897.75
1,297.6,309.0,1491,43.2,7,0,11.399999999999977,0.875,64411.200000000004,91958.40000000001
2,297.7,308.9,1573,35.1,9,0,11.199999999999989,0.9,55212.3,91959.52999999998
1,297.7,308.9,1575,39.9,12,0,11.199999999999989,0.9230769230769231,62842.5,91959.52999999998
1,297.7,308.9,1458,41.1,14,0,11.199999999999989,0.9333333333333333,59923.8,91959.52999999998
2,297.7,309.0,1433,41.8,16,0,11.300000000000011,0.9411764705882353,59899.399999999994,91989.3
1,297.7,308.9,1662,28.1,19,0,11.199999999999989,0.95,46702.200000000004,91959.52999999998
2,297.7,308.9,1327,63.7,21,0,11.199999999999989,0.9545454545454546,84529.90000000001,91959.52999999998
1,297.7,308.9,1742,26.3,24,0,11.199999999999989,0.96,45814.6,91959.52999999998
1,297.8,308.9,1506,33.5,26,0,11.099999999999966,0.9629629629629629,50451.0,91990.42
1,297.9,309.1,1457,44.4,28,0,11.200000000000045,0.9655172413793104,64690.799999999996,92080.89
2,297.9,309.1,1488,37.3,30,0,11.200000000000045,0.967741935483871,55502.399999999994,92080.89
1,297.9,309.1,1619,34.7,33,0,11.200000000000045,0.9705882352941176,56179.3,92080.89
2,298.0,309.2,1558,41.7,35,0,11.199999999999989,0.9722222222222222,64968.600000000006,92141.59999999999
